inter_arrival_time,processing_time
0.0,0.3824
0.01553,1.3146
0.0,0.0763
0.0,0.2592
0.015534,0.4277
0.0,1.2483
0.000499,0.5446
0.0,0.0448
0.0,1.7352
0.015019,1.7842
0.0,0.0004
0.0005,1.5629
0.0,0.0523
0.0,0.1596
0.015045,0.0527
0.0,0.653
0.015558,0.2239
0.0,0.6489
0.0005,0.6814
0.0,0.48
0.0,0.4379
0.015017,0.8057
0.0,0.3057
0.015556,0.0002
0.015515,0.126
0.0,0.3708
0.015515,0.0584
0.0,0.211
0.015499,0.3851
0.0,0.2684
0.0,0.001
0.016023,0.0906
0.0,0.8924
0.0,1.0366
0.0,1.6132
0.031096,0.3076
0.0,0.5108
0.0,0.0957
0.015136,0.2291
0.0,0.0528
0.0,0.2185
0.0,0.3037
0.000502,0.5137
0.0,0.1628
0.015544,1.2279
0.0,0.0618
0.015549,0.0479
0.0,0.3964
0.015191,1.026
0.0,1.4802
0.015204,0.0439
0.015512,0.1706
0.000505,0.2436
0.0,0.1929
0.0,1.4762
0.03017,0.0962
0.0,0.6751
0.015177,0.7443
0.0,1.2634
0.000508,0.0291
0.0,0.6079
0.0,0.6654
0.0,0.1753
0.015082,0.6687
0.0,0.7359
0.0,1.2069
0.015426,0.5237
0.015544,1.3019
0.0,0.0013
0.016042,0.1987
0.0,0.096
0.015533,0.6163
0.0,1.3827
0.0,0.7637
0.000502,0.2697
0.015036,0.2004
0.0,0.0745
0.0,0.2045
0.015528,0.0745
0.0,0.8422
0.0,1.4744
0.000498,0.7382
0.0,0.2817
0.014886,0.1357
0.015538,1.5237
0.0,0.5677
0.0,0.1914
0.015532,0.2916
0.0,0.3546
0.0,0.1624
0.0,0.6242
0.015538,0.55
0.0,0.9067
0.015531,0.4992
0.0,0.0298
0.015504,0.2842
0.0,0.0972
0.015549,0.017
0.0,0.5952
0.0,0.5947
0.000506,0.1278
0.01501,0.2067
0.016042,0.0527
0.0,0.6119
0.0,0.2822
0.000504,0.1204
0.015058,0.1868
0.0,0.5177
0.016019,0.3796
0.0,0.152
0.000506,0.6303
0.015026,0.8172
0.016046,0.5624
0.0,0.1803
0.0,0.21
0.0,0.1566
0.015519,0.1159
0.0,1.8235
0.016028,1.02
0.0,0.0576
0.031566,0.363
0.0,0.6842
0.0,1.2027
0.000506,0.0113
0.031053,0.3187
0.0,0.1005
0.000505,0.3038
0.0,0.3983
0.0,1.1256
0.0,0.331
0.015041,0.15
0.0,0.0098
0.016042,0.0086
0.0,0.1268
0.0,0.3333
0.000509,0.0947
0.0,0.8002
0.015001,0.0879
0.0,1.2518
0.000506,0.6327
0.015053,0.7635
0.0,0.3548
0.000506,0.0451
0.0,0.0732
0.030749,0.4799
0.0,0.3448
0.015536,0.0355
0.0,0.0398
0.016018,1.1969
0.0,0.3512
0.0,0.2134
0.015525,0.1057
0.015869,0.3445
0.0,1.3141
0.0,0.6463
0.000507,0.1135
0.015016,0.2166
0.016028,0.0348
0.0,0.5602
0.0,0.8622
0.000506,0.7266
0.015019,0.057
0.0,0.0759
0.0,0.0412
0.015734,0.3958
0.015574,0.304
0.0,0.2551
0.000499,0.9401
0.015223,1.1028
0.015531,0.272
0.016025,0.1141
0.015523,1.3866
0.0,0.1805
0.0,0.1001
0.000501,0.2316
0.01553,0.7121
0.0,0.3434
0.000507,1.1675
0.015019,0.0724
0.0,0.428
0.000501,0.1021
0.0,0.2033
0.015515,0.0396
0.015537,0.4824
0.0,0.1718
0.016015,0.2689
0.015216,0.2412
0.0,0.3007
0.0,0.1909
0.0005,0.9829
0.0,0.2237
0.015069,1.0679
0.0,0.137
0.000505,0.4938
0.031058,0.0154
0.0,0.6635
0.000507,0.0869
0.0,0.4086
0.0,0.6302
0.01553,0.3684
0.0,0.4707
0.0,0.5549
0.015145,0.5561
0.031569,0.5029
0.031567,0.408
0.0,0.0329
0.015537,0.1557
0.0,0.014
0.0,0.3734
0.0005,0.2928
0.015532,2.5619
0.015528,0.0075
0.0,0.1874
0.016027,0.154
0.0,0.0518
0.015549,0.3978
0.0,0.6141
0.0,1.0465
0.000501,1.9892
0.0,0.4923
0.015517,0.4772
0.0,0.1954
0.0,0.0473
0.000508,0.5349
0.0,0.1265
0.014874,0.0869
0.015546,0.3317
0.0,0.0037
0.015337,0.375
0.0,0.8895
0.0,0.2622
0.000502,0.2051
0.015556,0.0557
0.0,0.3649
0.015552,1.1252
0.016017,0.5451
0.0,0.0621
0.000507,0.925
0.0,0.1276
0.015044,0.4202
0.0,0.4249
0.0,0.3088
0.016026,0.3475
0.015535,0.3047
0.016031,0.1279
0.0,0.0587
0.015543,0.4176
0.0,0.1775
0.0,1.8122
0.000503,0.2183
0.015544,0.3993
0.0,0.2311
0.0,0.7007
0.000506,1.3419
0.0,0.8972
0.015023,0.1815
0.0,0.0641
0.0,0.6597
0.0005,0.8837
0.0,0.5061
0.000328,0.1433
0.015205,0.016
0.0,1.2774
0.0,0.2143
0.000506,0.3224
0.015044,0.2577
0.01605,0.2503
0.0,0.0999
0.015517,0.2018
0.0,0.5109
0.015658,0.1256
0.0,0.2709
0.0,0.2007
0.000508,0.2862
0.015032,0.3969
0.0,0.4077
0.015737,0.1539
0.016047,2.6977
0.0,0.8909
0.0,0.2076
0.015535,1.2954
0.015533,0.6739
0.0,1.0558
0.015539,0.4841
0.0,0.6511
0.015536,0.1988
0.015574,0.1054
0.0,0.1002
0.000507,0.0143
0.0,0.2586
0.0,0.2611
0.031042,0.1722
0.0,0.4176
0.015519,0.0221
0.0,0.4919
0.0,0.1305
0.0005,0.1048
0.01553,0.1644
0.0,0.6956
0.0,0.5649
0.000505,0.4036
0.0,0.1566
0.015001,0.4048
0.0,0.1887
0.0,0.2834
0.016033,0.1928
0.016017,0.4504
0.0,0.3334
0.000507,0.1027
0.015055,0.1838
0.0,0.7985
0.000506,0.3135
0.0,0.3977
0.0,0.3236
0.015537,0.148
0.015514,0.0783
0.0,0.0653
0.015533,1.7359
0.0,0.2671
0.0,0.1481
0.016021,0.425
0.0,0.6097
0.0,0.9929
0.000508,1.0827
0.01462,1.6235
0.0,0.9366
0.000501,1.428
0.0,0.1383
0.015049,0.0367
0.0,2.6111
0.0,2.4127
0.015227,0.6359
0.015512,0.1012
0.0,0.1858
0.015582,0.1431
0.0,0.6497
0.0,0.0745
0.000502,0.5213
0.014871,0.3045
0.0,0.7251
0.031147,0.2105
0.0,0.3748
0.0,0.4109
0.015329,0.4693
0.0,0.3683
0.0,1.7222
0.015521,1.0958
0.0,0.2958
0.0,0.6343
0.015524,0.3028
0.0,0.0352
0.0,1.0427
0.0005,0.0945
0.0,0.8624
0.015061,0.5952
0.01557,0.055
0.0,0.081
0.000506,0.8649
0.015031,0.1803
0.0,0.3376
0.031056,0.0053
0.015527,0.1606
0.0,1.0024
0.0,0.4269
0.000508,0.2672
0.015023,0.1542
0.015655,0.0625
0.0,0.3637
0.015529,0.0588
0.0,0.6443
0.016036,0.2326
0.0,0.0713
0.015554,0.9116
0.016037,0.1708
0.0,1.2229
0.015532,0.5289
0.0,0.0515
0.0005,0.0619
0.015058,0.9642
0.015538,0.3252
0.0,0.6031
0.016021,0.294
0.0,0.0437
0.0,0.8163
0.015196,0.8202
0.0,0.8147
0.000498,0.4816
0.014844,0.1891
0.0,2.1775
0.0,0.8632
0.015589,0.4684
0.0,0.2974
0.01602,0.515
0.0,0.5046
0.01553,0.8816
0.0,0.1554
0.0,0.4358
0.0,0.3343
0.000501,2.0756
0.0,0.2624
0.015522,0.1069
0.0,0.0346
0.0,0.1964
0.000508,0.3471
0.0,0.132
0.0,0.2864
0.000374,0.6853
0.015154,0.7577
0.0,0.6427
0.015537,0.0311
0.015532,1.2733
0.0,0.055
0.016021,1.1999
0.0,0.0013
0.0,0.115
0.015527,0.8182
0.016023,0.1807
0.0,1.6229
0.015542,0.0874
0.015563,0.3964
0.0,0.3338
0.0,1.1725
0.000511,0.0878
0.0,0.3319
0.015043,0.265
0.0,0.6245
0.01601,0.7491
0.0,0.1253
0.000507,0.0263
0.015014,1.076
0.0,0.0453
0.0,0.0048
0.015609,0.2166
0.0,0.1684
0.0,0.2791
0.0,0.3022
0.015253,0.0831
0.0,0.7075
0.000503,0.1798
0.015534,0.736
0.0,0.2432
0.015524,0.3003
0.0,0.3161
0.000501,0.276
0.015536,0.2357
0.0,0.8596
0.031563,0.4061
0.0,0.5035
0.0,0.0638
0.000506,2.2086
0.015001,0.0218
0.0,0.1179
0.015532,0.5446
0.0,0.0303
0.0,0.3258
0.015532,0.3916
0.0,0.3058
0.0,0.9272
0.000492,0.413
0.01553,0.2189
0.0,0.5193
0.015524,1.7624
0.0,1.3895
0.0,0.153
0.016058,0.1416
0.015525,0.3762
0.0,0.7159
0.0,1.4726
0.01604,0.5669
0.0,1.0501
0.000507,1.2337
0.0,0.221
0.0,0.0485
0.0,0.1965
0.000499,0.5888
0.015024,1.4674
0.0,0.144
0.0,0.6951
0.01556,0.0265
0.0,0.0255
0.00051,0.68
0.015015,0.0541
0.0,0.2959
0.0,0.0671
0.000494,0.1124
0.015043,0.6303
0.0,0.8963
0.015533,0.824
0.0,1.9754
0.015702,0.2027
0.0,0.4891
0.000506,0.003
0.01504,0.2089
0.0,0.8551
0.016035,0.1093
0.015527,0.4517
0.0,0.0416
0.0,0.6543
0.0,0.3104
0.016034,0.4573
0.0,0.2321
0.000505,0.9295
0.015029,0.0194
0.0,0.6418
0.0,0.1127
0.016035,0.026
0.0,1.2689
0.0,0.1362
0.015514,0.1001
0.0,0.4858
0.0,0.1882
0.015557,0.0403
0.0,0.0982
0.0,0.5658
0.0,0.8552
0.015526,0.4944
0.032074,0.1684
0.0,0.3851
0.0,0.0684
0.000505,1.1172
0.01505,0.4742
0.0,0.579
0.016016,0.3279
0.0,0.8055
0.000506,0.553
0.0,0.1903
0.015032,0.9423
0.0,0.1274
0.016037,2.0822
0.015531,0.0926
0.0,0.252
0.0,0.3234
0.000506,0.3219
0.0,0.2633
0.015047,0.4733
0.016069,0.6001
0.0,0.406
0.0,1.0688
0.015542,0.0591
0.016027,0.132
0.0,0.0905
0.0,1.2666
0.0,0.7628
0.000505,0.6897
0.0,0.6881
0.0,0.1553
0.015032,1.6558
0.016016,0.5276
0.0,0.0552
0.015533,1.915
0.015685,0.4961
0.0,0.3458
0.015534,0.1076
0.0,2.007
0.016025,0.6564
0.0,1.1286
0.0,0.5895
0.000506,0.0408
0.0,0.3358
0.015038,0.2136
0.0,0.0154
0.015287,0.1997
0.0,1.1538
0.015328,0.3044
0.015518,0.4028
0.0,0.8887
0.015599,0.298
0.0,0.7261
0.0,0.3873
0.015532,0.0317
0.0,0.0751
0.0,0.0573
0.015527,0.4143
0.0,0.0874
0.0,1.5317
0.000497,0.4231
0.0,0.012
0.0,0.564
0.0,0.2431
0.01503,0.0743
0.0,0.5185
0.015522,0.1817
0.0,2.4656
0.015541,2.0905
0.0,0.7247
0.0,0.0632
0.01555,0.1139
0.0,0.0429
0.0,0.7181
0.031036,0.2658
0.015549,0.5851
0.0,0.177
0.000502,0.1518
0.0,0.4744
0.0,0.3126
0.015025,0.2458
0.0,0.1347
0.0,0.2545
0.01554,0.1698
0.0,0.1163
0.016026,0.2292
0.0,0.3885
0.015182,0.2105
0.0,0.1703
0.016014,0.0303
0.015527,0.647
0.0,0.4959
0.0,0.2253
0.0,0.1401
0.016011,0.2251
0.015525,0.6741
0.0,0.6055
0.0,0.0771
0.016032,0.43
0.0,0.1739
0.015541,0.4981
0.0,0.457
0.0,0.0938
0.0,0.6991
0.000483,0.1667
0.031057,0.1622
0.0,0.6676
0.0,1.0811
0.016027,0.0189
0.0,0.5024
0.015531,0.1923
0.0,0.2537
0.016029,0.328
0.0,0.148
0.0,0.1056
0.031075,0.6957
0.0,0.6549
0.000506,1.1785
0.0,0.4835
0.0,0.402
0.0,0.2755
0.014666,1.0594
0.0,0.2352
0.0,0.4306
0.0,0.1442
0.015532,0.2059
0.01523,0.1977
0.0,0.6505
0.03105,0.5975
0.0,0.8052
0.0,0.0443
0.0,0.951
0.000498,0.0613
0.015539,0.2992
0.0,0.1869
0.0,0.2962
0.000509,0.2671
0.030193,0.0495
0.0,0.1372
0.015537,0.4135
0.015525,1.0152
0.0,0.0375
0.0,0.1951
0.0,0.6126
0.015547,2.0293
0.0,0.6824
0.0,0.0446
0.0,0.017
0.000502,0.6771
0.014999,0.7102
0.0,0.1545
0.0,0.4395
0.0,0.8384
0.015529,0.3478
0.015513,0.2507
0.0,0.6722
0.0,0.0318
0.031608,0.3118
0.0,0.373
0.015538,0.3364
0.0,0.3047
0.0,0.2653
0.0005,0.9356
0.015029,0.2999
0.0,0.1291
0.000502,0.2443
0.015035,0.0393
0.0,0.0141
0.016018,0.0169
0.0,0.449
0.0,0.2533
0.000506,0.3486
0.0,0.1469
0.015035,0.2661
0.015523,0.1585
0.0,0.1736
0.0,0.0754
0.0,0.0341
0.0,0.0271
0.015739,0.7672
0.031568,1.8026
0.0,0.6315
0.000508,0.3447
0.015023,0.1753
0.0,1.1865
0.0,0.5823
0.0,0.0059
0.0005,0.1599
0.015046,0.2508
0.0,0.3881
0.015543,0.5924
0.0,0.2622
0.0,0.6162
0.000502,0.1302
0.0,0.001
0.015539,0.1128
0.0,0.6158
0.015524,0.4032
0.0,1.6414
0.016124,1.0263
0.0,0.3415
0.0,0.4468
0.015525,0.3606
0.016038,0.7409
0.015531,0.1989
0.015532,0.0664
0.015524,0.343
0.015529,0.8275
0.0,0.3263
0.0,0.4568
0.0,0.2855
0.031571,0.8783
0.0,0.647
0.015574,0.1399
0.0,2.4293
0.0,0.5188
0.000497,2.2687
0.0,0.3298
0.0,0.9398
0.0,0.5901
0.000368,1.8511
0.015159,0.5146
0.0,0.1232
0.01554,1.1221
0.0,0.9806
0.016032,0.0852
0.0,0.2234
0.015541,0.8115
0.0,0.0165
0.0,0.1007
0.000499,0.0183
0.015523,0.1466
0.0,0.0238
0.016015,0.7226
0.0,0.489
0.015549,2.2345
0.0,0.1272
0.000499,0.3087
0.015027,0.2672
0.016047,1.8242
0.015532,0.1751
0.0,0.7043
0.0,1.6471
0.0005,0.2824
0.01504,0.0854
0.000508,0.3158
0.0,0.3898
0.0,0.0116
0.0,0.6075
0.0,0.2667
0.000498,0.5265
0.014546,1.2888
0.0,0.3474
0.015539,0.2109
0.0,0.0175
0.0,0.0756
0.01555,0.0217
0.016026,1.0136
0.0,0.6247
0.0,0.6656
0.000505,1.1297
0.015027,0.1313
0.0,0.2659
0.0,0.5305
0.016028,0.4256
0.015213,0.4394
0.0,0.2455
0.0,0.0787
0.015149,0.2756
0.0,1.1919
0.0,0.1673
0.015141,0.1464
0.015538,0.2612
0.0,0.0968
0.0,0.0789
0.0005,0.6064
0.0,0.6629
0.014829,0.5248
0.0,0.574
0.0,1.3698
0.015597,0.105
0.0,0.2842
0.031058,0.1545
0.0,1.6619
0.000497,1.2843
0.015024,0.2675
0.0,1.0395
0.0,0.2153
0.0,0.098
0.000501,0.2927
0.015055,0.2248
0.0,0.1339
0.0,0.4606
0.015553,0.412
0.015519,0.6805
0.0,0.9251
0.0,0.9912
0.01561,0.4076
0.016057,0.3142
0.0,0.42
0.0,0.2202
0.031068,0.4472
0.015527,0.0504
0.0,0.1378
0.015543,0.5898
0.0,0.5075
0.015541,0.6064
0.0,0.2681
0.0,2.3321
0.015526,1.2542
0.0,0.721
0.0,0.0468
0.0,0.0309
0.015553,0.0213
0.0,0.2817
0.0,0.3431
0.0,0.3048
0.0005,0.7752
0.0,0.9525
0.015025,0.4537
0.0,0.4636
0.0,0.3457
0.015555,0.2529
0.0,0.5089
0.015525,0.3908
0.0,0.8046
0.01553,0.0031
0.0,0.4532
0.0,0.0565
0.0,0.1671
0.015536,0.4198
0.0,0.0009
0.015564,0.027
0.0,0.1453
0.015519,3.4135
0.0,0.1718
0.0,0.2504
0.000501,0.4849
0.0,1.6055
0.015028,0.9287
0.0,0.481
0.015605,0.1215
0.0,1.1022
0.0,0.1958
0.015545,0.1137
0.01515,0.1922
0.000498,0.1709
0.015024,0.0001
0.015532,0.4321
0.0,0.9109
0.0,0.3035
0.000506,0.1068
0.0,0.8291
0.0,0.2281
0.015019,0.0246
0.015547,0.0965
0.0,0.608
0.0,0.28
0.0,1.3916
0.01603,2.2543
0.0,0.0471
0.0,1.5066
0.015534,0.3052
0.031655,0.0018
0.0,0.0792
0.0,0.324
0.0,2.8392
0.0005,0.5359
0.0,0.0258
0.0,0.9131
0.015521,0.1382
0.0,0.4976
0.0,0.0936
0.047085,0.5139
0.0,0.0807
0.0,0.2476
0.01602,0.1219
0.0,0.2738
0.015518,0.4667
0.0,0.7119
0.0,0.0656
0.0,0.5174
0.01604,0.0205
0.0,0.1496
0.0,0.3412
0.015535,0.2256
0.0,0.0967
0.0,0.7384
0.0,0.7783
0.000498,0.357
0.015532,0.0018
0.0,0.2728
0.0,1.1731
0.0,0.1843
0.015539,0.5713
0.015525,0.5728
0.015605,0.094
0.0,0.6419
0.015561,0.0783
0.0,0.6563
0.015526,0.3257
0.0,0.286
0.0,0.4668
0.016034,0.2486
0.0,0.1842
0.0,0.1475
0.015544,0.0436
0.0,0.2973
0.016037,0.0278
0.0,0.5763
0.0,0.4122
0.000506,0.0627
0.0,1.293
0.015062,1.9304
0.0,0.1603
0.0,1.04
0.016034,0.5642
0.0,0.1894
0.0,1.7311
0.015526,0.1046
0.0,1.0179
0.0,0.2995
0.015546,1.3651
0.0,1.1344
0.000499,0.1805
0.014891,0.0832
0.0,0.4964
0.015531,0.2952
0.0,1.4404
0.015206,0.2376
0.0,0.8249
0.015521,0.0316
0.0,0.5678
0.01554,1.0226
0.0,0.0768
0.015531,0.5593
0.0,0.5425
0.0,0.1752
0.0,0.5191
0.015523,0.0176
0.0,0.3082
0.0,1.4033
0.0005,0.196
0.0,1.1245
0.030548,0.0207
0.015582,0.5071
0.015374,0.4288
0.0,0.4615
0.0,0.9371
0.015524,0.1446
0.0,0.0105
0.01556,0.0331
0.0,0.1142
0.0,0.4338
0.0,0.2209
0.000499,0.251
0.0,0.3484
0.015025,0.7805
0.0,0.0541
0.0,0.1707
0.015545,0.2135
0.0,0.2304
0.0,0.1235
0.0005,0.6216
0.0,0.1395
0.015025,1.4198
0.0,0.0315
0.0,0.1148
0.015163,0.7145
0.0,0.7825
0.015154,0.045
0.016014,0.2118
0.0,0.8186
0.0,0.499
0.015536,0.6315
0.0,0.3096
0.0,0.1957
0.016036,0.9611
0.0,0.3693
0.0,2.0167
0.000507,0.6544
0.015032,0.9496
0.0,0.069
0.031597,0.0598
0.0,0.2743
0.016004,0.0787
0.0,0.3398
0.0,0.8297
0.015549,0.6774
0.016024,0.0766
0.015532,0.0552
0.015571,0.2456
0.0,0.8334
0.015527,0.8458
0.0,0.418
0.0,2.3191
0.0,0.4068
0.000506,0.2727
0.0,0.867
0.015529,0.0151
0.0,0.0887
0.0,0.212
0.000506,1.8533
0.015035,1.0318
0.01603,2.3897
0.0,0.1023
0.0,0.2337
0.015606,0.3951
0.016019,0.3914
0.0,1.4619
0.0,1.3652
0.0,0.6825
0.000508,0.4569
0.01503,0.7437
0.0,1.5702
0.016026,0.3113
0.0,0.2539
0.015531,0.5258
0.016012,0.4672
0.0,0.2499
0.016027,0.5778
0.0,0.106
0.015513,0.8471
0.0,0.3329
0.015549,0.7468
0.0,0.7614
0.0,0.3108
0.016056,0.0334
0.0,0.1946
0.015527,0.1595
0.0,0.0442
0.015572,0.5038
0.0,0.1023
0.015541,0.3218
0.0,0.0118
0.0005,0.2656
0.0,0.9799
0.01555,0.1733
0.0,1.3103
0.0,0.2594
0.000505,1.6522
0.015047,0.371
0.0,0.0858
0.0,0.2604
0.0,1.1054
0.000501,0.6177
0.0,0.5336
0.0,0.5856
0.015017,0.5222
0.031043,0.0809
0.0,0.1616
0.015518,0.209
0.0,0.3785
0.016031,0.7927
0.0,0.2048
0.0,0.9646
0.015534,0.0758
0.01607,0.849
0.0,0.8875
0.015565,0.5058
0.0,0.2134
0.0,0.3285
0.015522,2.1524
0.0,0.688
0.000506,0.9784
0.015001,0.4815
0.0,0.3261
0.0,2.2768
0.0,0.8041
0.000499,0.565
0.015526,0.4607
0.0,0.2504
0.0,0.5125
0.015531,0.1237
0.0,0.1303
0.0,0.1019
0.016027,0.7673
0.0,0.0391
0.000506,0.0698
0.015025,0.2984
0.016016,0.1936
0.0,0.8537
0.0,0.803
0.000506,0.4621
0.0,0.0208
0.015021,0.0445
0.0,0.6281
0.015539,0.2069
0.0,0.0594
0.000503,0.4867
0.015026,0.5342
0.0,0.4484
0.0,0.2932
0.015526,0.3866
0.0,3.3637
0.015516,0.0381
0.0,0.1414
0.015534,2.488
0.0,0.3975
0.0,0.3004
0.015621,0.7055
0.015504,0.921
0.0,0.1781
0.015533,0.8277
0.0,0.0024
0.0,0.1233
0.016013,0.3033
0.0,0.0186
0.015527,0.3989
0.0,0.2356
0.016025,0.3794
0.0,0.2064
0.0,0.3011
0.0,1.5309
0.015517,0.5692
0.0,0.6069
0.0,0.4076
0.0,0.1203
0.000502,0.4762
0.015037,0.209
0.0,0.1899
0.0,0.0817
0.01553,0.7092
0.0,0.3336
0.0,0.9374
0.016027,0.6516
0.0,0.1958
0.0,0.2033
0.0,0.5308
0.031066,0.0164
0.0,0.1313
0.0,0.2344
0.000501,0.1857
0.0,0.4571
0.015029,1.0077
0.031538,0.5656
0.0,0.0677
0.0,0.277
0.015821,0.7591
0.0,0.084
0.015239,0.4778
0.0,1.8243
0.0,0.0291
0.000503,0.3024
0.015529,0.1478
0.0,0.2619
0.015518,0.3332
0.015499,0.034
0.0,0.6285
0.0,0.1358
0.015517,1.181
0.0,0.2728
0.0,0.5155
0.016008,1.6229
0.0,0.5785
0.015169,0.2964
0.0,0.3365
0.0,1.4098
0.016048,0.382
0.01523,0.0255
0.016012,0.2287
0.0,0.6267
0.0,0.6189
0.0,0.3978
0.000509,0.1518
0.03114,0.2032
0.0,0.1307
0.0,0.0097
0.000506,0.3606
0.015031,0.0166
0.0,0.0164
0.016028,0.0976
0.0,0.0598
0.0,0.3411
0.000505,0.6267
0.0,0.3486
0.0,0.549
0.015007,0.0568
0.0,1.1748
0.016043,0.885
0.0,0.364
0.0,0.1491
0.01519,0.0719
0.0,0.8368
0.0,0.3132
0.0005,0.0771
0.0,0.794
0.0,0.3423
0.015057,0.7246
0.015555,0.8292
0.0,0.8536
0.0,0.3766
0.0,0.48
0.016012,0.5051
0.0,1.2921
0.0,0.3947
0.015548,0.1744
0.0,0.18
0.015537,0.0399
